Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,target
8,83,Yes,9,6,81,1
1,72,No,5,9,45,0
2,80,Yes,4,1,59,0
2,88,No,4,8,67,0
3,49,No,4,1,34,0
6,57,Yes,9,1,46,0
1,58,Yes,8,4,35,0
2,46,No,4,7,22,0
1,96,No,8,5,72,1
5,58,No,8,8,47,0
7,63,No,6,5,55,0
8,54,Yes,5,4,47,0
1,80,No,4,0,55,0
7,81,Yes,4,7,74,1
5,62,No,4,2,49,0
1,91,No,8,1,68,0
3,91,Yes,7,6,72,1
7,43,Yes,5,1,32,0
1,77,Yes,9,0,51,0
7,43,Yes,4,1,34,0
5,44,Yes,7,5,33,0
1,80,No,7,1,56,0
1,83,No,7,0,54,0
1,62,No,5,0,33,0
9,79,Yes,7,3,78,1
3,92,Yes,9,7,77,1
5,76,Yes,4,5,62,0
9,50,No,9,3,51,0
6,94,Yes,4,5,78,1
9,50,No,6,5,46,0
8,52,No,8,8,50,0
8,53,No,7,3,47,0
1,99,Yes,9,5,74,1
9,47,No,8,9,47,0
6,64,No,8,0,52,0
9,57,No,8,6,54,0
3,90,Yes,8,6,69,0
3,83,No,8,0,64,0
6,83,Yes,4,7,69,0
9,57,Yes,5,4,58,0
7,49,No,7,8,37,0
3,46,No,7,7,26,0
3,99,Yes,4,2,80,1
2,89,No,9,0,64,0
9,83,Yes,4,2,78,1
3,53,Yes,8,1,35,0
5,54,Yes,5,1,36,0
9,55,No,7,3,55,0
8,41,Yes,9,1,36,0
2,69,Yes,6,7,46,0
3,69,No,4,4,51,0
2,57,No,6,0,30,0
8,70,Yes,7,5,68,0
6,83,Yes,4,6,69,0
6,87,Yes,7,0,78,1
9,52,No,4,2,51,0
8,59,Yes,9,8,55,0
4,88,Yes,7,6,72,1
4,89,No,6,3,71,1
9,74,No,5,5,69,0
1,62,Yes,9,5,38,0
2,81,No,9,2,61,0
2,72,Yes,4,1,49,0
6,77,Yes,6,4,67,0
4,74,No,7,7,56,0
3,90,Yes,6,2,68,0
3,75,Yes,9,4,60,0
3,59,No,4,2,34,0
6,94,Yes,6,6,83,1
8,42,No,7,5,37,0
7,47,Yes,8,5,42,0
4,79,No,9,0,62,0
4,98,No,5,1,80,1
2,71,No,5,5,46,0
1,68,No,9,7,47,0
9,46,No,8,4,46,0
2,41,No,4,1,13,0
8,60,Yes,6,4,55,0
9,45,Yes,6,8,42,0
4,67,No,8,5,51,0
8,87,Yes,8,4,81,1
9,81,No,7,9,75,1
5,75,No,7,5,59,0
7,71,Yes,5,8,62,0
4,84,No,4,6,65,0
1,81,Yes,4,9,51,0
3,92,No,8,2,73,1
5,85,No,5,9,68,0
3,48,Yes,5,9,28,0
7,50,No,7,4,39,0
9,62,No,6,3,55,0
6,89,No,4,4,76,1
1,50,Yes,5,7,24,0
7,88,Yes,7,5,81,1
3,41,Yes,7,3,24,0
5,42,Yes,7,4,29,0
4,50,Yes,6,6,37,0
5,89,No,5,7,74,1
5,98,Yes,8,4,84,1
6,74,Yes,8,1,64,0
6,97,No,7,5,90,1
8,54,No,7,8,46,0
8,82,Yes,6,2,79,1
9,50,No,7,6,48,0
8,70,No,9,7,65,0
2,67,No,5,5,46,0
1,67,Yes,7,2,39,0
2,71,No,7,0,49,0
2,64,No,5,2,39,0
3,59,Yes,4,5,40,0
7,67,No,9,3,60,0
2,64,No,9,0,43,0
1,50,Yes,8,5,25,0
6,58,Yes,7,0,45,0
9,67,Yes,5,7,64,0
3,40,No,8,2,20,0
6,98,Yes,6,2,87,1
3,44,Yes,4,0,23,0
1,49,No,7,2,23,0
5,81,No,4,6,67,0
4,85,No,7,9,74,1
7,73,No,7,7,64,0
6,75,No,7,7,66,0
7,41,Yes,4,2,29,0
5,57,Yes,9,4,42,0
4,52,Yes,6,0,37,0
7,90,No,9,8,82,1
7,44,Yes,5,7,35,0
6,59,No,5,9,46,0
8,41,No,9,1,40,0
4,50,Yes,6,9,34,0
5,69,Yes,6,0,52,0
4,71,No,7,3,52,0
1,71,No,7,8,50,0
8,97,Yes,5,7,91,1
1,89,Yes,7,2,64,0
5,77,No,7,9,67,0
6,94,No,6,5,85,1
6,67,No,4,8,53,0
5,49,No,9,9,35,0
3,61,Yes,8,7,41,0
5,94,Yes,8,9,81,1
8,56,No,7,4,52,0
2,61,No,7,8,39,0
6,82,Yes,9,8,72,1
9,58,No,8,2,55,0
8,56,No,6,7,49,0
8,63,No,8,3,60,0
8,75,No,8,9,69,0
7,71,No,8,6,63,0
8,97,No,7,9,94,1
6,95,Yes,7,7,86,1
2,97,No,9,6,75,1
2,85,Yes,8,4,66,0
8,98,Yes,7,0,97,1
1,91,Yes,9,7,71,1
6,75,No,8,4,59,0
6,67,No,6,2,54,0
4,53,No,7,1,34,0
3,97,Yes,4,2,77,1
3,75,Yes,9,8,60,0
1,45,No,7,1,16,0
3,48,No,6,9,30,0
4,60,Yes,6,0,42,0
5,51,Yes,7,1,36,0
3,97,Yes,5,1,77,1
6,69,No,9,4,58,0
5,70,Yes,8,0,58,0
3,79,Yes,8,9,60,0
6,95,Yes,6,7,87,1
6,43,No,7,1,30,0
8,70,No,5,5,59,0
2,66,No,9,4,42,0
1,97,Yes,4,1,70,1
4,96,Yes,8,9,82,1
7,64,Yes,9,0,56,0
3,44,Yes,9,5,24,0
3,45,No,5,5,27,0
5,44,Yes,9,2,33,0
5,90,Yes,8,7,75,1
3,66,No,7,8,45,0
9,47,Yes,8,2,45,0
4,48,Yes,4,8,30,0
3,54,Yes,7,7,29,0
2,75,No,6,4,50,0
9,96,Yes,5,5,95,1
4,80,No,8,0,63,0
3,46,Yes,7,4,24,0
7,71,No,9,9,63,0
8,47,No,7,9,41,0
2,86,No,8,6,69,0
7,90,Yes,6,0,81,1
5,54,Yes,8,9,40,0
5,76,No,6,8,66,0
3,58,No,9,6,40,0
5,78,Yes,8,3,63,0
2,45,No,7,3,21,0
4,98,Yes,4,9,81,1
6,58,Yes,4,6,47,0
1,96,No,9,5,69,0
4,67,No,7,2,47,0
6,56,Yes,4,8,44,0
9,81,Yes,9,5,78,1
2,58,Yes,6,1,36,0
7,70,No,7,9,60,0
6,50,Yes,6,1,43,0
2,54,No,7,0,30,0
8,49,No,6,4,43,0
7,82,Yes,6,9,75,1
5,62,No,4,5,46,0
5,42,No,7,2,29,0
7,42,No,8,3,33,0
9,57,No,4,4,51,0
9,64,Yes,6,3,58,0
9,82,Yes,6,8,81,1
6,59,No,8,2,49,0
6,97,No,8,4,84,1
3,68,No,6,6,47,0
1,61,No,8,6,38,0
7,89,No,5,5,78,1
4,96,Yes,4,8,77,1
1,54,Yes,7,6,29,0
8,78,Yes,8,3,76,1
6,49,Yes,8,9,41,0
6,60,No,5,8,51,0
2,94,No,7,5,70,1
1,91,Yes,5,0,63,0
2,68,Yes,7,8,46,0
4,71,Yes,4,6,53,0
2,49,No,8,5,25,0
1,52,No,4,5,26,0
7,86,No,7,3,74,1
8,62,Yes,8,3,57,0
6,89,Yes,5,2,80,1
4,62,No,6,7,45,0
6,70,No,5,7,56,0
3,43,No,6,1,19,0
8,91,Yes,5,4,86,1
2,88,No,7,8,70,1
5,99,No,4,8,85,1
1,42,Yes,6,6,16,0
6,60,No,7,3,47,0
2,92,No,4,3,65,0
4,41,No,4,9,23,0
6,43,No,8,6,29,0
8,40,Yes,8,2,36,0
8,54,No,8,2,49,0
6,96,Yes,6,4,85,1
4,72,No,6,5,56,0
8,45,Yes,4,7,39,0
8,46,No,6,0,40,0
1,58,No,4,6,33,0
4,83,Yes,7,7,67,0
4,40,No,5,4,19,0
7,78,No,4,9,74,1
7,58,Yes,4,1,47,0
8,84,No,7,3,77,1
5,65,No,8,5,52,0
7,83,No,9,8,76,1
8,51,No,8,1,42,0
9,61,No,8,3,56,0
3,52,Yes,4,9,30,0
3,67,Yes,4,4,47,0
4,53,No,6,7,34,0
5,61,No,6,7,48,0
1,69,Yes,5,1,42,0
7,83,Yes,5,5,74,1
9,59,Yes,9,5,58,0
8,83,Yes,6,4,75,1
5,66,Yes,4,7,54,0
4,77,Yes,7,9,62,0
7,98,No,6,1,88,1
5,81,No,4,1,64,0
7,91,No,6,6,81,1
1,95,No,8,8,69,0
1,80,No,6,2,51,0
3,73,Yes,9,6,52,0
2,78,Yes,8,2,58,0
2,80,Yes,4,5,55,0
7,96,Yes,8,2,86,1
2,83,Yes,6,0,62,0
4,76,Yes,8,5,60,0
2,40,No,9,2,15,0
6,93,No,7,0,82,1
8,54,Yes,8,4,52,0
4,71,No,9,7,57,0
5,47,Yes,8,7,34,0
4,72,No,5,7,55,0
3,57,Yes,7,2,39,0
5,84,Yes,4,7,73,1
9,68,No,9,3,64,0
8,71,Yes,8,7,67,0
8,72,No,7,2,67,0
8,44,No,4,2,36,0
8,57,Yes,7,0,52,0
7,87,Yes,9,7,85,1
8,97,Yes,5,7,91,1
8,49,No,9,8,42,0
8,75,No,9,5,74,1
7,72,Yes,4,1,65,0
1,62,Yes,4,0,36,0
4,79,Yes,8,7,63,0
4,44,Yes,6,9,29,0
5,73,Yes,9,3,60,0
6,63,Yes,4,6,50,0
4,56,Yes,9,9,40,0
2,70,No,9,3,48,0
6,46,No,4,0,33,0
8,56,Yes,5,7,51,0
8,67,Yes,5,9,64,0
7,77,No,9,8,70,1
6,61,Yes,5,9,49,0
2,54,No,9,8,33,0
7,76,No,8,8,69,0
5,54,Yes,4,3,41,0
6,89,No,9,8,79,1
8,89,No,5,3,81,1
8,64,Yes,5,1,57,0
3,92,Yes,7,9,73,1
7,60,No,7,2,49,0
1,94,Yes,5,1,64,0
1,77,No,8,0,49,0
7,41,No,6,5,31,0
9,66,No,9,3,61,0
7,88,No,7,6,81,1
5,71,No,9,6,59,0
8,60,No,7,9,54,0
2,43,Yes,4,0,18,0
9,83,Yes,4,8,80,1
6,58,Yes,5,7,43,0
9,41,Yes,4,9,39,0
2,65,No,4,0,39,0
3,73,No,6,7,51,0
8,53,No,8,4,49,0
1,54,No,5,0,27,0
7,59,No,6,3,51,0
7,73,Yes,5,6,64,0
1,75,Yes,8,4,51,0
9,58,Yes,5,2,56,0
8,48,No,9,3,46,0
4,46,No,9,1,28,0
5,69,Yes,9,7,57,0
2,52,No,4,1,28,0
9,66,No,8,5,65,0
6,83,Yes,6,6,71,1
3,74,No,6,6,54,0
7,52,Yes,7,0,44,0
9,54,Yes,6,7,52,0
3,85,Yes,9,8,71,1
2,95,Yes,9,6,74,1
7,48,No,7,7,38,0
7,84,No,4,3,75,1
4,62,No,6,7,43,0
9,93,Yes,8,2,90,1
8,75,No,7,0,69,0
1,92,Yes,6,7,67,0
1,79,No,4,5,52,0
5,42,No,8,8,27,0
6,73,Yes,8,2,63,0
3,58,No,4,7,41,0
9,67,Yes,6,8,67,0
6,62,Yes,5,8,47,0
4,79,No,6,6,61,0
7,88,No,7,9,82,1
8,84,No,7,2,75,1
9,46,No,6,2,37,0
6,80,Yes,9,1,68,0
6,51,Yes,7,0,37,0
8,53,No,5,1,49,0
5,85,No,9,4,73,1
3,54,No,5,0,32,0
3,42,Yes,8,9,23,0
6,54,No,7,3,43,0
2,90,Yes,9,9,70,1
6,63,No,6,9,53,0
6,91,No,9,0,81,1
8,85,Yes,8,9,84,1
7,47,Yes,5,7,38,0
8,44,No,8,4,40,0
9,90,Yes,4,9,88,1
6,43,Yes,7,3,32,0
3,53,No,6,2,31,0
3,55,Yes,5,8,35,0
1,59,Yes,8,5,34,0
5,63,No,6,0,49,0
4,45,No,7,7,28,0
9,94,Yes,6,9,91,1
9,96,No,7,1,90,1
5,70,Yes,7,8,55,0
4,45,Yes,7,6,27,0
7,74,Yes,8,2,67,0
6,54,No,7,3,41,0
4,68,Yes,6,2,53,0
2,42,Yes,4,5,15,0
1,50,Yes,6,8,26,0
4,42,No,8,9,22,0
4,67,No,7,8,48,0
1,49,No,4,0,19,0
6,89,Yes,8,9,78,1
4,72,Yes,5,5,53,0
1,87,No,5,0,61,0
1,55,Yes,5,3,30,0
1,98,Yes,4,6,70,1
8,49,Yes,6,3,42,0
8,72,Yes,4,8,67,0
2,75,No,4,9,51,0
7,42,No,4,4,35,0
8,44,No,5,8,38,0
8,51,Yes,9,0,44,0
7,96,Yes,6,3,86,1
5,83,No,9,6,68,0
1,52,No,9,1,25,0
9,63,No,4,8,59,0
7,83,Yes,6,2,74,1
2,96,No,9,3,73,1
6,71,Yes,7,3,61,0
2,55,No,4,7,32,0
1,71,Yes,4,1,41,0
7,84,Yes,4,4,72,1
2,76,No,7,1,51,0
2,95,Yes,7,5,72,1
5,75,Yes,5,8,60,0
5,60,No,8,8,46,0
7,86,No,6,0,77,1
1,51,No,8,3,23,0
8,90,Yes,4,3,82,1
3,60,Yes,9,0,37,0
4,99,No,4,9,80,1
9,90,No,9,1,87,1
4,60,Yes,5,5,41,0
5,82,No,8,9,67,0
7,92,No,4,2,81,1
4,45,Yes,8,8,30,0
1,48,Yes,5,2,19,0
9,40,No,8,2,39,0
4,51,Yes,9,8,34,0
9,97,Yes,6,2,93,1
6,53,No,5,5,43,0
1,45,No,8,5,21,0
3,40,No,4,0,17,0
2,61,Yes,7,6,40,0
9,73,No,7,8,68,0
1,95,Yes,5,8,74,1
9,50,No,7,8,45,0
9,42,Yes,6,1,38,0
8,81,Yes,5,0,76,1
8,45,No,4,5,38,0
1,45,Yes,4,5,18,0
8,59,No,5,3,54,0
3,60,No,7,7,42,0
7,41,Yes,7,4,31,0
1,65,Yes,4,6,42,0
1,70,Yes,6,8,44,0
5,65,No,9,0,54,0
5,95,No,7,8,83,1
8,71,No,6,3,64,0
7,49,No,7,6,38,0
8,62,No,9,3,57,0
6,97,No,5,3,83,1
6,45,Yes,8,3,34,0
2,62,No,4,5,39,0
6,67,No,5,4,56,0
5,88,No,7,1,76,1
3,69,No,9,8,49,0
6,53,Yes,4,5,41,0
8,76,Yes,8,9,69,0
9,94,Yes,8,5,93,1
1,71,No,9,8,44,0
3,88,No,9,0,73,1
3,73,No,7,6,56,0
8,80,Yes,4,2,70,1
1,83,No,7,3,56,0
5,90,No,8,0,77,1
3,61,Yes,5,2,40,0
2,70,Yes,5,6,47,0
8,46,No,6,5,40,0
3,80,Yes,8,0,62,0
7,60,No,8,8,57,0
1,55,No,7,3,26,0
6,59,Yes,6,6,47,0
3,82,No,9,3,59,0
8,83,Yes,6,6,78,1
6,86,Yes,4,4,77,1
2,89,No,7,0,67,0
6,58,Yes,9,3,49,0
7,87,No,9,2,80,1
5,71,No,5,5,54,0
3,54,Yes,4,5,30,0
4,44,Yes,6,0,29,0
4,50,Yes,5,1,31,0
6,54,No,8,1,42,0
1,68,No,7,9,39,0
4,89,No,6,3,70,1
4,84,No,8,8,69,0
1,43,No,9,1,18,0
9,88,No,6,7,89,1
4,75,No,5,0,56,0
7,87,Yes,4,7,78,1
3,62,No,5,2,44,0
3,54,No,7,4,36,0
8,85,Yes,7,0,76,1
8,83,No,6,0,79,1
1,42,No,5,5,12,0
2,71,Yes,4,2,48,0
8,49,No,9,7,46,0
1,79,Yes,7,3,54,0
8,77,No,4,5,69,0
8,61,No,8,9,56,0
2,53,Yes,6,8,26,0
4,56,Yes,4,7,39,0
6,60,No,6,3,48,0
9,90,No,8,9,92,1
8,87,Yes,4,7,81,1
8,54,No,4,6,46,0
7,97,Yes,9,4,89,1
9,54,Yes,8,6,51,0
2,40,Yes,5,6,16,0
3,63,No,4,9,40,0
8,94,No,9,1,90,1
6,94,No,4,6,83,1
9,51,Yes,9,2,46,0
4,49,No,7,7,32,0
8,85,Yes,5,7,82,1
3,81,Yes,4,8,63,0
3,81,No,8,3,59,0
8,91,No,6,9,89,1
5,70,Yes,8,2,55,0
3,50,No,5,8,29,0
1,93,Yes,7,8,68,0
3,55,No,7,1,32,0
9,48,Yes,7,5,44,0
5,86,No,9,2,75,1
2,53,Yes,8,4,33,0
7,58,No,6,1,49,0
2,70,Yes,6,3,47,0
4,48,Yes,9,2,35,0
7,75,Yes,4,1,67,0
4,92,Yes,9,5,77,1
7,78,Yes,6,2,65,0
7,93,Yes,6,3,86,1
1,65,No,4,5,40,0
6,47,Yes,8,4,37,0
9,63,Yes,8,3,57,0
2,47,No,5,3,23,0
3,58,No,8,1,42,0
5,86,Yes,7,9,73,1
9,87,No,7,3,88,1
4,69,No,5,7,53,0
1,97,Yes,6,4,72,1
4,61,Yes,5,9,47,0
6,94,No,4,9,81,1
5,48,No,5,7,30,0
1,97,No,5,5,68,0
4,97,No,9,9,83,1
6,83,No,7,4,73,1
4,87,No,4,3,67,0
9,43,Yes,9,9,45,0
5,76,No,4,8,61,0
8,47,Yes,5,9,43,0
9,40,Yes,9,4,37,0
5,67,No,9,9,54,0
6,45,Yes,4,5,29,0
1,86,No,4,6,59,0
7,75,Yes,8,0,67,0
4,92,No,4,8,73,1
2,50,Yes,9,7,29,0
5,44,No,6,4,29,0
3,89,Yes,4,2,67,0
6,63,No,7,4,51,0
8,86,Yes,8,4,80,1
7,57,Yes,7,8,48,0
3,59,Yes,7,6,42,0
8,67,No,6,1,57,0
2,52,No,8,4,31,0
9,44,No,5,8,38,0
4,69,No,9,1,55,0
1,40,No,9,7,16,0
8,61,Yes,4,2,53,0
7,57,No,9,3,51,0
5,85,No,6,1,72,1
5,44,Yes,9,8,33,0
7,70,No,6,5,62,0
5,45,No,5,8,30,0
8,66,No,6,7,63,0
6,95,No,5,8,84,1
5,64,No,5,4,49,0
9,68,No,5,5,66,0
2,67,Yes,6,6,44,0
1,55,No,5,4,30,0
8,93,No,6,0,88,1
3,92,No,8,8,79,1
7,51,Yes,5,1,41,0
8,59,Yes,6,6,55,0
6,57,Yes,6,7,47,0
9,73,Yes,6,7,72,1
7,94,No,4,0,83,1
5,92,Yes,4,9,79,1
8,62,No,5,6,56,0
2,84,No,9,8,65,0
7,66,No,8,2,53,0
4,88,Yes,9,7,73,1
9,56,No,5,7,57,0
1,87,Yes,7,8,66,0
7,60,No,7,7,52,0
6,89,Yes,8,4,80,1
8,79,Yes,8,4,75,1
5,70,No,8,2,57,0
1,42,No,4,5,13,0
1,56,No,4,9,28,0
9,89,Yes,7,2,85,1
6,97,Yes,8,1,86,1
5,65,Yes,6,6,54,0
1,62,No,9,9,36,0
6,45,Yes,7,2,37,0
6,67,No,8,3,57,0
3,47,Yes,6,9,25,0
8,94,Yes,8,7,89,1
1,97,Yes,5,0,71,1
1,84,No,6,8,56,0
6,47,No,9,5,36,0
1,58,No,5,1,28,0
6,77,Yes,4,2,66,0
1,68,Yes,7,4,41,0
6,62,Yes,8,5,49,0
3,86,Yes,7,8,71,1
8,71,No,9,1,65,0
6,49,Yes,8,4,37,0
1,66,Yes,5,6,41,0
5,88,No,6,6,74,1
8,40,No,6,3,31,0
3,78,No,8,2,57,0
6,68,Yes,5,7,58,0
5,98,No,8,1,82,1
6,84,Yes,8,4,74,1
1,42,No,8,9,21,0
7,90,Yes,6,4,81,1
9,86,Yes,9,0,87,1
2,76,Yes,8,6,53,0
5,70,Yes,6,3,56,0
4,50,Yes,4,9,35,0
6,61,Yes,5,1,47,0
6,57,No,4,7,48,0
2,74,Yes,8,3,52,0
2,45,Yes,6,0,19,0
4,42,Yes,5,7,27,0
1,44,Yes,7,6,22,0
9,48,No,5,2,41,0
7,67,Yes,5,2,58,0
7,58,Yes,8,6,49,0
3,67,No,4,1,43,0
3,66,Yes,4,4,43,0
1,52,No,7,6,27,0
3,77,Yes,8,5,61,0
3,82,Yes,5,9,63,0
4,92,No,9,6,77,1
4,60,No,4,1,39,0
3,66,No,4,6,45,0
8,85,Yes,6,1,77,1
8,45,No,5,6,34,0
1,77,No,8,7,51,0
7,88,Yes,4,9,82,1
2,50,Yes,8,7,23,0
1,86,Yes,5,4,62,0
3,80,No,5,6,60,0
4,92,Yes,4,7,75,1
6,56,No,7,3,43,0
5,95,No,8,1,82,1
4,78,No,8,6,65,0
8,46,No,6,0,39,0
4,69,Yes,5,1,50,0
2,60,Yes,5,9,43,0
3,40,No,4,6,19,0
6,64,No,4,9,49,0
8,71,Yes,4,0,64,0
8,98,Yes,6,6,92,1
9,96,No,7,4,93,1
7,47,No,4,2,39,0
2,44,No,4,1,20,0
8,69,No,9,6,61,0
7,90,No,4,8,77,1
8,47,Yes,6,8,42,0
3,88,No,8,9,72,1
7,58,Yes,7,9,46,0
9,83,No,8,7,83,1
3,98,Yes,9,1,84,1
6,94,No,5,0,83,1
2,69,Yes,5,7,45,0
2,54,Yes,4,1,31,0
5,75,No,9,3,62,0
5,94,No,8,3,84,1
7,83,Yes,6,1,76,1
2,66,Yes,7,3,42,0
7,52,Yes,8,6,46,0
5,53,No,9,5,38,0
6,76,Yes,9,9,69,0
8,93,No,8,5,88,1
4,87,No,7,3,70,1
7,69,No,8,1,61,0
6,78,No,8,4,66,0
2,86,No,7,2,63,0
8,52,No,6,2,46,0
9,97,Yes,9,3,95,1
5,55,Yes,7,4,41,0
4,83,No,4,1,62,0
6,46,Yes,4,5,31,0
8,87,Yes,4,5,81,1
3,94,No,4,7,76,1
1,94,Yes,5,1,70,1
4,66,No,6,7,51,0
4,84,No,5,7,69,0
1,94,No,8,3,69,0
9,74,No,8,6,71,1
3,54,Yes,7,6,34,0
5,67,Yes,4,0,51,0
6,74,No,7,0,60,0
8,46,Yes,8,7,43,0
6,89,No,4,0,74,1
3,85,No,9,2,62,0
6,89,Yes,6,5,80,1
1,90,Yes,8,7,67,0
4,85,No,9,4,65,0
6,59,Yes,7,4,47,0
7,71,No,9,3,63,0
3,77,No,7,3,57,0
9,79,Yes,8,6,82,1
7,71,No,5,5,60,0
1,65,Yes,6,7,38,0
2,97,No,9,5,78,1
1,78,No,9,9,54,0
9,59,No,8,6,59,0
9,57,No,8,9,55,0
7,89,No,7,9,84,1
3,54,Yes,4,4,32,0
5,91,No,4,5,75,1
4,61,Yes,4,0,40,0
7,90,Yes,7,2,85,1
9,61,Yes,4,7,56,0
2,92,No,8,2,67,0
8,60,Yes,5,0,56,0
9,41,Yes,5,2,38,0
9,79,Yes,5,3,79,1
7,92,No,4,7,81,1
9,82,No,5,8,80,1
9,57,No,9,3,57,0
3,62,No,4,6,38,0
4,52,Yes,9,0,36,0
2,80,No,8,8,58,0
3,48,Yes,9,3,28,0
5,88,No,8,8,74,1
5,46,Yes,7,2,32,0
6,80,No,7,4,68,0
7,93,No,9,0,83,1
7,40,No,6,2,33,0
1,41,No,8,4,15,0
2,43,Yes,4,5,16,0
9,53,No,6,7,48,0
2,71,No,8,0,45,0
6,75,No,4,2,60,0
1,41,Yes,8,0,16,0
3,79,No,8,4,61,0
2,89,No,4,7,67,0
3,90,Yes,8,3,70,1
5,53,Yes,8,8,40,0
6,59,Yes,8,5,49,0
9,64,No,7,5,63,0
4,81,Yes,5,4,63,0
7,88,No,8,9,82,1
6,47,Yes,4,4,33,0
2,67,No,9,6,41,0
8,85,Yes,8,7,83,1
7,60,Yes,7,6,53,0
7,62,Yes,7,0,53,0
8,71,No,9,0,66,0
1,47,Yes,8,9,25,0
1,70,No,6,5,44,0
8,76,Yes,9,2,66,0
4,55,Yes,5,8,34,0
5,79,Yes,4,6,67,0
8,81,No,4,1,74,1
5,66,No,4,2,52,0
4,79,No,4,7,64,0
6,80,Yes,7,0,71,1
5,57,No,5,4,39,0
7,74,No,8,9,66,0
7,88,Yes,8,0,78,1
4,91,Yes,6,8,75,1
5,54,No,8,6,37,0
3,92,No,5,4,71,1
4,66,Yes,8,5,47,0
4,56,No,7,2,37,0
3,79,Yes,9,2,63,0
5,41,Yes,8,6,26,0
5,88,No,4,6,71,1
7,89,No,4,6,80,1
4,70,Yes,9,1,54,0
4,76,No,4,1,57,0
9,80,Yes,4,4,75,1
6,80,No,7,3,67,0
4,73,Yes,7,6,57,0
2,73,No,7,2,52,0
6,90,No,8,4,78,1
2,94,Yes,9,1,72,1
5,98,No,4,0,78,1
6,42,Yes,6,8,30,0
4,56,No,9,3,40,0
3,53,No,6,7,35,0
7,53,No,4,6,41,0
2,85,No,5,0,61,0
6,77,Yes,9,9,69,0
4,74,Yes,8,6,55,0
6,40,No,6,1,24,0
4,87,Yes,9,2,72,1
4,68,Yes,9,0,52,0
4,43,No,7,6,26,0
9,72,Yes,5,2,66,0
7,56,Yes,7,5,45,0
3,67,No,5,6,47,0
3,89,No,5,2,68,0
6,65,No,8,1,49,0
6,47,No,9,8,37,0
4,73,Yes,7,8,61,0
9,98,No,7,6,97,1
4,57,Yes,6,4,38,0
9,70,Yes,9,3,69,0
4,98,No,4,3,79,1
2,66,Yes,4,0,45,0
2,55,Yes,6,3,29,0
5,97,Yes,5,6,86,1
4,49,No,6,4,29,0
7,79,Yes,6,8,72,1
5,51,No,7,3,37,0
6,61,No,6,2,51,0
4,55,Yes,5,5,39,0
2,51,Yes,4,3,24,0
9,50,No,8,1,47,0
7,59,No,9,4,52,0
4,90,No,6,3,75,1
3,40,No,9,4,18,0
3,66,No,6,8,44,0
9,42,Yes,9,3,37,0
5,51,No,7,5,37,0
3,69,Yes,7,3,50,0
5,48,No,9,0,34,0
2,92,Yes,6,1,68,0
4,93,No,6,5,76,1
2,76,Yes,5,7,53,0
2,40,Yes,4,8,16,0
8,81,No,4,3,70,1
1,88,Yes,8,5,62,0
7,43,No,4,2,33,0
5,54,No,8,8,40,0
8,90,Yes,7,7,85,1
1,66,Yes,8,0,43,0
7,47,No,8,1,40,0
5,99,No,4,9,83,1
4,99,No,6,8,86,1
7,62,Yes,7,9,54,0
2,54,Yes,5,2,32,0
1,66,No,8,2,40,0
1,70,Yes,8,9,45,0
1,78,Yes,9,8,56,0
5,86,Yes,8,2,71,1
7,47,No,6,9,38,0
2,69,No,5,4,45,0
8,97,Yes,9,5,93,1
4,94,Yes,4,2,73,1
3,81,No,7,9,63,0
8,57,Yes,6,7,54,0
2,43,No,5,1,18,0
3,86,No,7,5,65,0
3,82,No,4,1,64,0
1,61,No,7,8,35,0
6,42,No,9,5,31,0
2,54,No,8,8,26,0
1,74,No,8,3,46,0
2,86,Yes,6,2,65,0
6,77,No,7,1,72,1
4,72,Yes,8,7,59,0
6,53,Yes,6,3,39,0
9,87,Yes,6,1,85,1
8,40,No,9,8,35,0
1,92,Yes,6,7,67,0
8,88,No,4,4,78,1
9,65,No,8,7,64,0
6,47,Yes,8,4,34,0
5,89,Yes,5,6,70,1
6,55,Yes,4,4,42,0
6,77,Yes,8,4,61,0
9,49,No,9,3,45,0
4,81,Yes,8,4,66,0
2,76,Yes,5,6,56,0
9,65,Yes,7,2,63,0
2,67,Yes,7,3,44,0
9,51,Yes,4,7,46,0
2,59,No,6,5,34,0
8,88,No,5,7,85,1
9,53,No,5,1,46,0
9,85,Yes,8,8,84,1
9,74,Yes,9,6,74,1
2,68,No,8,4,41,0
4,51,No,9,6,30,0
7,91,No,5,1,82,1
2,57,No,6,3,30,0
1,83,Yes,7,6,59,0
3,41,Yes,4,1,17,0
4,41,Yes,9,7,26,0
8,98,No,7,9,94,1
6,56,No,4,9,46,0
2,49,No,6,4,26,0
9,57,Yes,5,4,54,0
2,61,Yes,6,7,42,0
5,58,No,9,0,42,0
4,97,Yes,5,5,80,1
7,92,No,8,1,85,1
8,40,No,4,0,26,0
5,63,No,8,6,52,0
5,75,Yes,5,3,60,0
2,64,No,4,0,40,0
8,75,No,4,9,68,0
2,70,Yes,8,5,49,0
6,70,No,4,9,59,0
8,41,No,5,5,32,0
6,58,Yes,9,2,47,0
4,92,No,9,5,77,1
4,51,No,5,9,36,0
6,49,No,8,8,38,0
4,70,Yes,6,5,50,0
8,84,No,5,0,77,1
9,61,No,9,9,59,0
1,62,No,5,5,37,0
4,91,Yes,4,7,72,1
4,62,Yes,4,6,41,0
2,54,Yes,5,7,34,0
